,lemma,Type,id
235,ராஷ்ட்ரீயம்,Noun,2235
236,ஐக்கிய,Adjectives,2236
237,ஜனதாதளம்,Noun,2237
238,சனிக்கிழமை,Noun,2238
239,சந்தி,Verb,2239
240,விவகாரம்,Adverb,2240
241,உரிய,Adjectives,2241
242,நடவடிக்கை,Noun,2242
243,அப்போது,Adverb,2243
244,பல்கலைக்கழகம்,Noun,2244
245,துணைவேந்தர்,Noun,2245
246,இன்று,Adverb,2246
247,எதிர்கட்சி,Noun,2247
248,பேசு,Verb,2248
249,சந்திப்பு,Adverb,2249
250,மனைவி,Noun,2250
251,உடன்,Adverb,2251
252,மரியாதை,Noun,2252
253,நிமித்தம்,Noun,2253
254,செய்திக்குறிப்பு,Noun,2254
255,அருள்மிகு,Adjectives,2255
256,திருக்கோயில்,Noun,2256
257,ஆவணி,Noun,2257
258,திருவிழா,Noun,2258
259,கொடியேற்றம்,Noun,2259
260,தொடங்கு,Verb,2260
261,தொடர்,Adverb,2261
262,தொடக்கு,Noun,2262
263,அதிகாலை,Noun,2263
264,1,Numerals,2264
265,மணி,Noun,2265
266,நடைதிற,Verb,2266
267,1.30,Numerals,2267
268,விஷ்வரூபம்,Noun,2268
269,தரிசனம்,Noun,2269
270,2,Numerals,2270
271,உதய,Noun,2271
272,மார்த்தாண்டம்,Noun,2272
273,அபிஷேகம்,Noun,2273
274,மற்ற,Adjectives,2274
275,பூஜை,Noun,2275
276,காலம்,Noun,2276
277,4,Numerals,2277
278,வெள்ளி,Noun,2278
279,பல்லக்கு,Noun,2279
280,கொடி,Noun,2280
281,பட்டம்,Noun,2281
282,9,Numerals,2282
283,வீதி,Noun,2283
284,உலா,Noun,2284
285,5.20,Numerals,2285
286,வேதம்,Noun,2286
287,ஓது,Verb,2287
288,பஞ்வாத்தியம்,Noun,2288
289,முழங்கு,Verb,2289
290,பக்தர்,Noun,2290
291,ஆரோகரா,Noun,2291
292,கோஷம்,Noun,2292
293,செப்பு,Noun,2293
294,மரம்,Noun,2294
295,கொடியேற்று,Verb,2295
296,போட்டி,Noun,2296
297,வீரர்,Noun,2297
298,சூதாட்டம்,Noun,2298
299,ஈடுபடு,Verb,2299
300,வாழ்நாள்,Noun,2300
301,தடை,Noun,2301
302,விதி,Verb,2302
303,அணி,Noun,2303
304,முன்னாள்,Adjectives,2304
305,பேட்ஸ்மேன்,Noun,2305
306,கிரிக்கெட்,Noun,2306
307,மோசடி,Noun,2307
308,இடம்தரு,Verb,2308
309,கூடு,Verb,2309
310,கூறு,Adjectives,2310
311,விளையாடு,Verb,2311
312,தடைவிதி,Verb,2312
313,என்,Verb,2313
314,அளி,Verb,2314
315,முன்வா,Adjectives,2315
316,வெள்ளம்,Noun,2316
317,நிவாரணம்,Noun,2317
318,தயக்கம்,Noun,2318
319,காட்டு,Verb,2319
320,பின்னர்,Adverb,2320
321,ஏற்றுக்கொள்,Verb,2321
322,தற்போது,Adverb,2322
323,உதவி,Noun,2323
324,நேரடி,Adverb,2324
325,சபை,Noun,2325
326,தீர்மானி,Verb,2326
327,பல்வேறு,Adjectives,2327
328,பணியாற்று,Verb,2328
329,எனவே,Adverb,2329
330,தகவல்,Noun,2330
331,அனுப்பு,Verb,2331
332,வெளியுறவு,Noun,2332
333,செய்தித்தொடர்பாளர்,Noun,2333
334,கொள்கை,Noun,2334
335,முத்தரப்பு,Noun,2335
336,இறுதிப்போட்டி,Noun,2336
337,நேற்று,Adverb,2337
338,முடிவடை,Verb,2338
339,காலை,Noun,2339
340,சொந்த,Adjectives,2340
341,ஊர்,Noun,2341
342,புறப்பட்ட,Verb,2342
343,செல்,Verb,2343
344,நாளை,Adverb,2344
345,மாலை,Noun,2345
346,ஏற்பாடு,Noun,2346
347,பாராட்டு,Noun,2347
348,விழா,Noun,2348
349,கல,Verb,2349
350,எதிர்பார்,Verb,2350
351,800,Numerals,2351
352,டெஸ்ட்,Noun,2352
353,விக்கெட்டு,Noun,2353
354,வீழ்த்து,Adjectives,2354
355,பெருமை,Noun,2355
356,முரளிதரன்,Noun,2356
357,கௌரவி,Verb,2357
358,தேசியம்,Noun,2358
359,படை,Noun,2359
360,சொந்தம்,Noun,2360
361,ஒன்று,Numerals,2361
362,கொலம்பியா,Noun,2362
363,எல்லை,Noun,2363
364,விபத்துக்குள்ளாகு,Verb,2364
365,உயிரிழ,Verb,2365
366,அதிபர்,Noun,2366
367,ரஷ்யா,Noun,2367
368,தயாரிப்பு,Noun,2368
369,ஓடுதளம்,Noun,2369
370,சில,Adjectives,2370
371,நிமிடம்,Noun,2371
372,விசாரணை,Noun,2372
373,தொலைக்காட்சி,Noun,2373
374,தென்மேற்கு,Noun,2374
375,போதைமருந்து,Noun,2375
376,கடத்தல்,Noun,2376
377,குழுவினர்,Noun,2377
378,தேடு,Adjectives,2378
379,பணி,Noun,2379
380,மாசுபடுத்து,Adjectives,2380
381,65,Numerals,2381
382,தொழிற்சாலை,Noun,2382
383,மூடு,Verb,2383
384,உத்தரப்பிரதேச,Noun,2384
385,மாசுக்கட்டுப்பாடு,Noun,2385
386,வாரியம்,Noun,2386
387,ஆகஸ்ட்,Noun,2387
388,28,Numerals,2388
389,தேதி,Noun,2389
390,ஆறு,Noun,2390
391,நதிநீர்,Noun,2391
392,படுகை,Noun,2392
393,நிர்வாகம்,Noun,2393
394,பயிலரங்கு,Noun,2394
395,பங்கேல்,Verb,2395
396,சுத்தப்படுத்து,Verb,2396
397,மாசு,Noun,2397
398,கட்டுப்பாடு,Noun,2398
399,செயலின்மை,Noun,2399
400,விமர்சி,Verb,2400
401,நதி,Noun,2401
402,செயல்படு,Verb,2402
403,உடன்பாடு,Noun,2403
404,மண்டலம்,Noun,2404
405,அடை,Verb,2405
406,100,Numerals,2406
407,மீனவர்,Noun,2407
408,விடுதலை,Noun,2408
409,தாண்டு,Verb,2409
410,புகார்,Noun,2410
411,விடுவி,Verb,2411
412,342,Numerals,2412
413,அடுத்த,Adjectives,2413
414,சிறைச்சாலை,Noun,2414
415,துணை,Noun,2415
416,கண்காணிப்பாளர்,Noun,2416
417,அரபிக்,Noun,2417
418,கடல்,Noun,2418
419,மீன்,Noun,2419
420,குற்றச்சாட்டு,Noun,2420
421,அவ்வப்போது,Adverb,2421
422,இருதரப்பு,Noun,2422
423,கைது,Noun,2423
424,முஸ்லீம்,Noun,2424
425,ஐந்து,Numerals,2425
426,அமெரிக்கர்,Noun,2426
427,நம்பு,Verb,2427
428,சமீபம்,Adverb,2428
429,வெளி,Adjectives,2429
430,கவலைப்படு,Verb,2430
431,போ,Verb,2431
432,18,Numerals,2432
433,சதவீத,Adjectives,2433
434,ஆராய்ச்சி,Noun,2434
435,மையம்,Noun,2435
436,மாதம்,Noun,2436
437,தொடக்கம்,Noun,2437
438,மார்ச்,Noun,2438
439,2009-ல்,Numerals,2439
440,சதவீதத்தினர்,Noun,2440
441,இப்போது,Adverb,2441
442,அதிகரி,Verb,2442
443,கிறிஸ்துவர்,Noun,2443
444,48,Numerals,2444
445,34,Numerals,2445
446,சதவீதம்,Noun,2446
447,குறை,Verb,2447
448,மதம்,Noun,2448
449,குழப்பம்,Noun,2449
450,கண்டனம்,Noun,2450
451,வதந்தி,Noun,2451
452,பெரிதும்,Adverb,2452
453,சிக்கு,Verb,2453
454,போலீஸார்,Noun,2454
455,எனப்படு,Adjectives,2455
456,ஆட்டம்,Noun,2456
457,நிகழ்வு,Noun,2457
458,முன்கூட்டி,Adverb,2458
459,குற்றம்,Noun,2459
460,சாட்டு,Verb,2460
461,இரண்டு,Numerals,2461
462,விசாரி,Verb,2462
463,இதனால்,Adverb,2463
464,செய்தியாளர்,Noun,2464
465,மேலாளர்,Noun,2465
466,தூரகரம்,Noun,2466
467,எனினும்,Adverb,2467
468,இதுவரை,Adverb,2468
469,குற்றம்சாட்டு,Verb,2469
470,எதிர்கொள்,Verb,2470
471,வழக்கறிஞர்,Noun,2471
472,ஒருவர்,Noun,2472
473,நியமி,Verb,2473
474,இப்போதைக்கு,Adverb,2474
475,செவ்வாய்க்கிழமை,Noun,2475
476,அங்கிருந்து,Adverb,2476
477,கார்,Noun,2477
478,எஸ்டேட்,Noun,2478
479,வழி,Noun,2479
480,மாவட்டம்,Noun,2480
481,குஞ்சப்பனை,Noun,2481
482,செயலர்,Noun,2482
483,தொழிற்சங்கம்,Noun,2483
484,உள்ளிட்டோர்,Noun,2484
485,வரவேல்,Verb,2485
486,அதையடுத்து,Adverb,2486
487,ஊராட்சி,Noun,2487
488,ஊர்மக்கள்,Noun,2488
489,சிறப்பு,Adjectives,2489
490,வரவேற்பு,Noun,2490
491,நுழைவாயில்,Noun,2491
492,பிரமுகர்,Noun,2492
493,வழியெங்கு,Adverb,2493
494,பொதுமக்கள்,Noun,2494
495,பூங்கொத்து,Noun,2495
496,40,Numerals,2496
497,தங்கு,Verb,2497
498,மேற்கொள்,Verb,2498
499,வட்டாரம்,Noun,2499
500,தமிழகம்,Noun,2500
501,31,Numerals,2501
502,பொறுப்பேல்,Verb,2502
503,ஓய்வுபெறு,Verb,2503
504,பொறுப்பு,Noun,2504
505,ஏற்கெனவே,Adverb,2505
506,வகி,Verb,2506
507,விழிப்பு,Noun,2507
508,கண்காணிப்புத்துறை,Noun,2508
509,ஆணையாளர்,Noun,2509
510,பதவி,Noun,2510
511,வாழ்த்து,Noun,2511
512,ஒப்படை,Verb,2512
513,1977,Numerals,2513
514,சேர்,Noun,2514
515,பூர்வீகம்,Noun,2515
516,1954,Numerals,2516
517,கன்னடம்,Noun,2517
518,எழுது,Verb,2518
519,விலங்கியல்,Noun,2519
520,படிப்பு,Noun,2520
521,பட்டயம்,Noun,2521
522,திருச்சி,Noun,2522
523,ஆட்சியர்,Noun,2523
524,பயிற்சி,Noun,2524
525,அடுத்தடுத்த,Adjectives,2525
526,சார்பு,Noun,2526
527,இணை,Noun,2527
528,1987,Numerals,2528
529,1992,Numerals,2529
530,வேலைவாய்ப்பு,Noun,2530
531,இயக்குநர்,Noun,2531
532,அதற்கடுத்த,Adjectives,2532
533,நிதித்துறை,Noun,2533
534,1996,Numerals,2534
535,நகராட்சி,Noun,2535
536,குடிநீர்,Noun,2536
537,2001,Numerals,2537
538,புள்ளியியல்,Noun,2538
539,ஆணையர்,Noun,2539
540,2006,Numerals,2540
541,பிற்பகுதி,Noun,2541
542,உள்துறை,Noun,2542
543,கண்காணிப்பு,Noun,2543
544,இதன்பின்,Adverb,2544
545,ஆட்சி,Noun,2545
546,பெண்,Noun,2546
547,செயலாளார்,Noun,2547
548,2008,Numerals,2548
549,செப்டம்பர்,Noun,2549
550,சரி,Adverb,2550
551,ஓய்வு,Noun,2551
552,செம்மொழி,Noun,2552
553,மாநாடு,Noun,2553
554,நீட்டிப்பு,Noun,2554
555,பெரு,Adjectives,2555
556,முயற்சி,Noun,2556
557,முடி,Verb,2557
558,சாதனை,Noun,2558
559,இது,Adjectives,2559
560,உத்தரவு,Noun,2560
561,ஆளுநர்,Noun,2561
562,விரைவு,Noun,2562
563,செயலகம்,Noun,2563
564,நிறைவு,Noun,2564
565,வாய்ப்பு,Noun,2565
566,காவல்,Noun,2566
567,உயர்,Adjectives,2567
568,அணை,Noun,2568
569,உடை,Verb,2569
570,விபரீதம்,Adjectives,2570
571,விளைவு,Noun,2571
572,உறவு,Noun,2572
573,பெரும்,Adjectives,2573
574,விரிசல்,Noun,2574
575,ஏற்படுத்து,Verb,2575
576,380,Numerals,2576
577,கோடி,Numerals,2577
578,ஒதுக்கீடு,Noun,2578
579,பிரச்னை,Noun,2579
580,சாசனம்,Noun,2580
581,பெஞ்ச்,Noun,2581
582,கேரள,Noun,2582
583,வழக்கம்,Noun,2583
584,உச்சநீதிமன்றம்,Noun,2584
585,துச்சம்,Noun,2585
586,நினை,Verb,2586
587,வழக்கு,Noun,2587
588,காரணம்,Noun,2588
589,பாதகம்,Noun,2589
590,உச்சம்,Noun,2590
591,நீதிமன்றம்,Noun,2591
592,தீர்ப்பு,Noun,2592
593,சாதகம்,Noun,2593
594,பேர்,Noun,2594
595,ஆஜர்,Adjectives,2595
596,எழுத்துப்பூர்வம்,Noun,2596
597,ஒப்புதல்,Noun,2597
598,நோக்கம்,Noun,2598
599,தென்,Noun,2599
600,17,Numerals,2600
601,ஏக்கர்,Noun,2601
602,பாசனம்,Noun,2602
603,பாதி,Verb,2603
604,உணர்,Verb,2604
605,மோசம்,Adverb,2605
606,பின்னடைவு,Noun,2606
607,அணுகுமுறை,Noun,2607
608,வாழ்வாதாரம்,Noun,2608
609,சூழல்,Noun,2609
610,நிலவு,Verb,2610
611,செப்.15,Numerals,2611
612,திராவிடம்,Noun,2612
613,இயக்கம்,Noun,2613
614,வரலாறு,Noun,2614
615,தாக்கம்,Noun,2615
616,கட்சி,Noun,2616
617,சாராத,Adjectives,2617
618,இளைஞர்,Noun,2618
619,அதிகளவு,Noun,2619
620,அழைப்பு,Noun,2620
621,போர்,Noun,2621
622,முகாம்,Noun,2622
623,உறுதி,Noun,2623
624,அங்கு,Adverb,2624
625,அவர்,Noun,2625
626,பார்வையிடு,Verb,2626
627,அங்குள்ள,Adjectives,2627
628,நிறை,Noun,2628
629,முடிந்தளவு,Adverb,2629
630,உதவு,Verb,2630
631,தயார்,Adverb,2631
632,இயன்றவரை,Adverb,2632
633,கண்டிப்பாக,Adverb,2633
634,உள்ளூர்,Noun,2634
635,ராணுவம்,Noun,2635
636,தலைமையகம்,Noun,2636
637,அழை,Verb,2637
638,வடக்கு,Noun,2638
639,புலி,Noun,2639
640,3,Numerals,2640
641,பதுங்கு,Noun,2641
642,குழி,Noun,2642
643,பார்,Verb,2643
644,வெடி,Adjectives,2644
645,வெடிகுண்டு,Noun,2645
646,காண்பி,Verb,2646
647,மறு,Adjectives,2647
648,குடியமர்வு,Noun,2648
649,விவசாயம்,Noun,2649
650,உபகரணம்,Noun,2650
651,உபயோகம்,Noun,2651
652,பொருள்,Noun,2652
653,பிரதிநிதி,Noun,2653
654,ஆலோசனை,Noun,2654
655,மறுபடியும்,Adverb,2655
656,குடியமர்த்து,Verb,2656
657,வசதி,Noun,2657
658,கொடு,Verb,2658
659,ஆலோசி,Verb,2659
660,சிரமப்படு,Adjectives,2660
661,தேவையானவற்றை,Noun,2661
662,தரு,Adjectives,2662
663,நம்பிக்கை,Noun,2663
664,தூதர்,Noun,2664
665,விடுதலைப்புலி,Noun,2665
666,புதை,Verb,2666
667,அப்புறப்படுத்து,Adjectives,2667
668,7,Numerals,2668
669,முன்,Adverb,2669
670,தீவு,Noun,2670
671,கிழக்கு,Noun,2671
672,வியாழக்கிழமை,Noun,2672
673,|,Numerals,2673
674,500,Numerals,2674
675,நிதியுதவி,Noun,2675
676,அறிவு,Verb,2676
677,இதுதவிர,Adverb,2677
678,சேகரி,Adjectives,2678
679,2.5,Numerals,2679
680,குடும்பம்,Noun,2680
681,பாக்கெட்,Noun,2681
682,கூடாரம்,Noun,2682
683,2500,Numerals,2683
684,மெட்ரிக்,Noun,2684
685,டன்,Numerals,2685
686,55,Numerals,2686
687,பேருந்து,Noun,2687
688,சிமென்ட்,Noun,2688
689,மூட்டை,Noun,2689
690,சேதமடை,Adjectives,2690
691,பழுதுபார்,Verb,2691
692,வட,Noun,2692
693,ரயில்,Noun,2693
694,பாதை,Noun,2694
695,துறைமுகம்,Noun,2695
696,கலாசாரம்,Noun,2696
697,விளையாட்டு,Noun,2697
698,அரங்கு,Noun,2698
699,ஆகியவற்றைக்,Noun,2699
700,இறக்கு,Verb,2700
701,கடுமை,Adjectives,2701
702,செய்தி,Noun,2702
703,அந்நாடு,Noun,2703
704,நகர்,Noun,2704
705,தயாராகு,Verb,2705
706,புறப்படு,Verb,2706
707,கீழ்,Adverb,2707
708,ஊழியர்,Noun,2708
709,சர்ச்சைக்குரிய,Adjectives,2709
710,முழு,Adjectives,2710
711,விவரம்,Noun,2711
712,கிட்டத்தட்ட,Adverb,2712
713,இரண்டரை,Numerals,2713
714,நேரம்,Noun,2714
715,தூதரகம்,Noun,2715
716,அச்சுறுத்தல்,Noun,2716
717,இந்த,Noun,2717
718,சம்பவம்,Noun,2718
719,அடுத்து,Verb,2719
720,பயணம்,Noun,2720
721,ரத்து,Noun,2721
722,உத்தரவிடு,Verb,2722
723,ஜார்க்கண்ட்,Noun,2723
724,நிகழ்,Adjectives,2724
725,கடும்,Adjectives,2725
726,துப்பாக்கிச்சண்டை,Noun,2726
727,போலீசார்,Noun,2727
728,காயமடை,Verb,2728
729,வனப்பகுதி,Noun,2729
730,தலை,Noun,2730
731,குண்டு,Noun,2731
732,பாய்,Adjectives,2732
733,ஐஜி,Noun,2733
734,அதிரடிப்படை,Noun,2734
735,இருவர்,Noun,2735
736,இதையடுத்து,Adverb,2736
737,தும்கா,Noun,2737
738,விரை,Adverb,2738
739,சதுர்த்தி,Noun,2739
740,பண்டிகை,Noun,2740
741,கொண்டாடு,Adjectives,2741
742,முன்னிட்டு,Verb,2742
743,நல்லெண்ணம்,Adjectives,2743
744,85,Numerals,2744
745,கைதி,Noun,2745
746,பெரும்பாலானவர்,Noun,2746
747,ஆவர்,Verb,2747
748,58,Numerals,2748
749,பிறப்பி,Verb,2749
750,அமைச்சகம்,Noun,2750
751,மொத்தம்,Adjectives,2751
752,விடுதலைசெய்,Verb,2752
753,128,Numerals,2753
754,213,Numerals,2754
755,தீவிரவாதம்,Noun,2755
756,வெள்ளை,Noun,2756
757,மாளிகை,Noun,2757
758,இவ்வாறு,Adverb,2758
759,உயிர்,Noun,2759
760,பிடிபடு,Verb,2760
761,கொல்,Verb,2761
762,அதற்கான,Adjectives,2762
763,இரவு,Noun,2763
764,பகல்,Noun,2764
765,பாடுபடு,Verb,2765
766,இன்னும்,Adverb,2766
767,மனிதவளம்,Noun,2767
768,மேம்பாட்டுத்துறை,Noun,2768
769,உயர்கல்வி,Noun,2769
770,கவனம்,Noun,2770
771,செலுத்து,Verb,2771
772,பள்ளி,Noun,2772
773,மூத்த,Adjectives,2773
774,ஐஐடி,Noun,2774
775,மருத்துவம்,Noun,2775
776,வெளிநாடு,Noun,2776
777,பேராசிரியர்,Noun,2777
778,மாணவர்,Noun,2778
779,நுழைவு,Noun,2779
780,தேர்வு,Noun,2780
781,ஆளுங்கட்சி,Noun,2781
782,பிரதேசம்,Noun,2782
783,அறிவுறுத்து,Verb,2783
784,பரபரப்பு,Noun,2784
785,எதிர்ப்பு,Noun,2785
786,உள்ளாட்சி,Noun,2786
787,தேர்தல்,Noun,2787
788,பெரும்பான்மை,Adjectives,2788
789,வெற்றி,Noun,2789
790,6,Numerals,2790
791,555,Numerals,2791
792,444-ல்,Numerals,2792
793,போலி,Noun,2793
794,பிரசாரம்,Noun,2794
795,பொதுக்கூட்டம்,Noun,2795
796,புலனாய்வு,Noun,2796
797,நிராகரி,Verb,2797
798,மேற்பட்ட,Adjectives,2798
799,வாக்காளர்,Noun,2799
800,45,Numerals,2800
801,வாக்கு,Noun,2801
802,பதிவு,Noun,2802
803,செய்திரு,Verb,2803
804,மீட்டர்,Numerals,2804
805,கைத்துப்பாக்கி,Noun,2805
806,சுடு,Noun,2806
807,இரட்டையர்,Noun,2807
808,பிரிவு,Noun,2808
809,தங்கம்,Noun,2809
810,பதக்கம்,Noun,2810
811,வெல்,Verb,2811
812,இந்நிலை,Noun,2812
813,ஜோடி,Noun,2813
814,25,Numerals,2814
815,இதுபோல்,Adverb,2815
816,துப்பாக்கிச்சுடுதல்,Noun,2816
817,சாகு,Adjectives,2817
818,வரை,Adverb,2818
819,அதை,Verb,2819
820,ஆக,Adverb,2820
821,மன்னிப்பு,Noun,2821
822,தளபதி,Noun,2822
823,சரணடை,Verb,2823
824,மேற்கண்ட,Adjectives,2824
825,இணையதளம்,Noun,2825
826,அச்சப்படு,Verb,2826
827,அற்றவன்,Noun,2827
828,தைரியம்,Noun,2828
829,ஆயுள்,Noun,2829
830,ஆதரவாளர்,Noun,2830
831,புறக்கணி,Verb,2831
832,சிறுத்தை,Noun,2832
833,விருந்தினர்,Noun,2833
834,அதிர்ச்சி,Noun,2834
835,வேதனை,Noun,2835
836,ஈவிரக்கம்,Noun,2836
837,கணக்கு,Noun,2837
