,lemma,Type,id
733,ஐஜி,Conjunctions,5733
734,அதிரடிப்படை,Conjunctions,5734
735,இருவர்,Conjunctions,5735
736,இதையடுத்து,Conjunctions,5736
737,தும்கா,Conjunctions,5737
738,விரை,Conjunctions,5738
739,சதுர்த்தி,Conjunctions,5739
740,பண்டிகை,Conjunctions,5740
741,கொண்டாடு,Adjectives,5741
742,முன்னிட்டு,Verb,5742
743,நல்லெண்ணம்,Adjectives,5743
744,85,Conjunctions,5744
745,கைதி,Conjunctions,5745
746,பெரும்பாலானவர்,Conjunctions,5746
747,ஆவர்,Verb,5747
748,58,Conjunctions,5748
749,பிறப்பி,Verb,5749
