,lemma,Type,id
110,மாநிலம்,Conjunctions,5110
111,மொழி,Conjunctions,5111
112,ஆங்கிலம்,Conjunctions,5112
113,அனைத்து,Adjectives,5113
114,நாளிதழ்,Conjunctions,5114
115,முழுப்பக்கம்,Adjectives,5115
116,அளவு,Conjunctions,5116
117,விளம்பரப்படு,Verb,5117
118,நினைவு,Conjunctions,5118
119,சின்னம்,Conjunctions,5119
120,1000,Conjunctions,5120
121,அடி,Conjunctions,5121
122,கட்டுமானம்,Conjunctions,5122
123,கட்டு,Verb,5123
124,அனுமதி,Conjunctions,5124
125,இல்,Verb,5125
126,மீறுவோர்,Conjunctions,5126
127,லட்சம்,Conjunctions,5127
128,அபராதம்,Conjunctions,5128
129,தொகை,Conjunctions,5129
130,மூன்று,Conjunctions,5130
131,ஆண்டு,Conjunctions,5131
132,சிறை,Conjunctions,5132
133,தண்டனை,Conjunctions,5133
134,குடும்பத்தினர்,Conjunctions,5134
135,எண்ணிக்கை,Conjunctions,5135
136,பெருகு,Verb,5136
137,இடம்,Conjunctions,5137
138,நெருக்கடி,Conjunctions,5138
139,நிலை,Conjunctions,5139
140,தன்,Conjunctions,5140
141,மூதாதையர்,Conjunctions,5141
142,வீடு,Conjunctions,5142
143,விரிவாக்கம்,Conjunctions,5143
144,கூடுதல்,Adjectives,5144
145,அறை,Conjunctions,5145
146,தாழ்வாரம்,Conjunctions,5146
147,கழிப்பு,Conjunctions,5147
148,உரிமையாளர்,Conjunctions,5148
149,சம்பந்தப்பட்ட,Adjectives,5149
150,அதிகாரி,Conjunctions,5150
151,தண்டி,Verb,5151
152,ஏற்கனவே,Conjunctions,5152
153,ஆய்வுத்துறை,Conjunctions,5153
154,இரு,Verb,5154
155,அவை,Conjunctions,5155
156,இடி,Verb,5156
157,அதிகாரம்,Conjunctions,5157
158,வழங்கு,Verb,5158
159,மின்,Conjunctions,5159
160,இணைப்பு,Conjunctions,5160
161,இனி,Conjunctions,5161
162,மாட்டு,Verb,5162
163,சுதந்திரம்,Conjunctions,5163
164,இந்தியா,Conjunctions,5164
165,மீன்பிடி,Conjunctions,5165
166,ஒழுங்குமுறை,Conjunctions,5166
167,எதிர்,Verb,5167
168,மீனவ,Conjunctions,5168
169,கிளர்,Verb,5169
170,எழு,Verb,5170
171,போராடு,Verb,5171
172,உலகம்,Conjunctions,5172
173,சிறந்த,Adjectives,5173
174,பட்டியல்,Conjunctions,5174
175,78,Conjunctions,5175
176,கிடை,Verb,5176
177,அமெரிக்கா,Conjunctions,5177
178,பத்திரிகை,Conjunctions,5178
179,நியூஸ்வீக்,Conjunctions,5179
180,சுகாதாரம்,Conjunctions,5180
181,கல்வி,Conjunctions,5181
182,பொருளாதாரம்,Conjunctions,5182
183,அரசியல்,Conjunctions,5183
184,அம்சம்,Conjunctions,5184
185,வை,Verb,5185
186,தொகு,Verb,5186
187,வெளியாகு,Verb,5187
188,அண்டை,Adjectives,5188
189,சீனா,Conjunctions,5189
190,59,Conjunctions,5190
191,இலங்கை,Conjunctions,5191
192,66,Conjunctions,5192
193,பங்களாதேஷ்,Conjunctions,5193
194,பாகிஸ்தான்,Conjunctions,5194
195,ஆகியவை,Conjunctions,5195
196,88,Conjunctions,5196
197,89,Conjunctions,5197
198,பிடு,Verb,5198
199,ஆசியா,Conjunctions,5199
200,ஜப்பான்,Conjunctions,5200
201,தென்கொரியா,Conjunctions,5201
202,சிங்கப்பூர்,Conjunctions,5202
203,முதல்,Conjunctions,5203
204,20,Conjunctions,5204
205,நான்கு,Conjunctions,5205
206,பிடி,Adjectives,5206
207,பின்லாந்து,Conjunctions,5207
208,சுவிட்சர்லாந்து,Conjunctions,5208
209,ஸ்வீடன்,Conjunctions,5209
210,ஆஸ்திரேலியா,Conjunctions,5210
211,அகியவை,Conjunctions,5211
212,11,Conjunctions,5212
213,ஜெர்மனி,Conjunctions,5213
214,12,Conjunctions,5214
215,இங்கிலாந்து,Conjunctions,5215
216,14,Conjunctions,5216
217,இதழ்,Conjunctions,5217
218,முறை,Conjunctions,5218
219,கேள்,Conjunctions,5219
220,நடத்து,Adjectives,5220
221,சர்வே,Conjunctions,5221
222,தெரி,Verb,5222
223,வாசகர்,Conjunctions,5223
224,ஆரோக்கியம்,Conjunctions,5224
225,பாதுகாப்பு,Conjunctions,5225
226,நல்ல,Adjectives,5226
227,தகுந்த,Adjectives,5227
228,நாள்,Conjunctions,5228
229,நீங்கள்,Conjunctions,5229
230,கருது,Adjectives,5230
231,பிற,Verb,5231
232,விரும்பு,Verb,5232
233,கேள்வி,Conjunctions,5233
234,பதில்,Conjunctions,5234
235,தெரிவி,Verb,5235
236,நேசி,Verb,5236
237,தலைவர்,Conjunctions,5237
238,கணிப்பு,Conjunctions,5238
239,பிரதமர்,Conjunctions,5239
240,மன்மோகன்,Conjunctions,5240
241,சிங்,Conjunctions,5241
242,முதலிடம்,Conjunctions,5242
243,குறிப்பிடு,Verb,5243
244,தகு,Verb,5244
245,எம்பி,Conjunctions,5245
246,மேலும்,Conjunctions,5246
247,10,Conjunctions,5247
248,ஆயிரம்,Conjunctions,5248
249,ஊதியம்,Conjunctions,5249
250,உயர்வு,Conjunctions,5250
251,அறிவி,Verb,5251
252,முன்னர்,Conjunctions,5252
253,அலுவலகம்,Conjunctions,5253
254,தொகுதி,Conjunctions,5254
255,செலவினம்,Conjunctions,5255
256,படி,Conjunctions,5256
257,தலா,Adjectives,5257
258,5,Conjunctions,5258
259,தலைமை,Conjunctions,5259
260,நடைபெறு,Adjectives,5260
261,அமைச்சரவை,Conjunctions,5261
262,கூட்டம்,Conjunctions,5262
263,முடிவெடு,Verb,5263
264,முன்னதாக,Conjunctions,5264
265,16,Conjunctions,5265
266,80,Conjunctions,5266
267,உயர்த்து,Verb,5267
268,நாடாளுமன்றம்,Conjunctions,5268
269,கூட்டு,Adjectives,5269
270,குழு,Conjunctions,5270
271,பரிந்துரை,Conjunctions,5271
272,ஏல்,Verb,5272
273,கடந்த,Adjectives,5273
274,வாரம்,Conjunctions,5274
275,50,Conjunctions,5275
276,பிரிவினர்,Conjunctions,5276
277,அதிருப்தி,Conjunctions,5277
278,நிதி,Conjunctions,5278
279,அமைச்சர்,Conjunctions,5279
280,பிரணாப்,Conjunctions,5280
281,முகர்ஜி,Conjunctions,5281
282,பாஜக,Conjunctions,5282
283,ராஷ்ட்ரீயம்,Conjunctions,5283
284,ஜனதாதளம்,Conjunctions,5284
285,சமாஜவாதி,Conjunctions,5285
286,ஐக்கிய,Adjectives,5286
287,சனிக்கிழமை,Conjunctions,5287
288,சந்தி,Verb,5288
289,விவகாரம்,Conjunctions,5289
290,உரிய,Adjectives,5290
291,நடவடிக்கை,Conjunctions,5291
292,அப்போது,Conjunctions,5292
293,திருநெல்வேலி,Conjunctions,5293
294,அண்ணா,Conjunctions,5294
295,பல்கலைக்கழகம்,Conjunctions,5295
296,துணைவேந்தர்,Conjunctions,5296
297,காளியப்பன்,Conjunctions,5297
298,இன்று,Conjunctions,5298
299,எதிர்கட்சி,Conjunctions,5299
300,பேசு,Verb,5300
301,சந்திப்பு,Conjunctions,5301
302,மனைவி,Conjunctions,5302
303,உடன்,Conjunctions,5303
304,மரியாதை,Conjunctions,5304
305,நிமித்தம்,Conjunctions,5305
306,செய்திக்குறிப்பு,Conjunctions,5306
307,திருச்செந்தூர்,Conjunctions,5307
308,அருள்மிகு,Adjectives,5308
309,சுப்பிரமணியசுவாமி,Conjunctions,5309
310,திருக்கோயில்,Conjunctions,5310
311,ஆவணி,Conjunctions,5311
312,திருவிழா,Conjunctions,5312
313,கொடியேற்றம்,Conjunctions,5313
314,தொடங்கு,Verb,5314
315,தொடர்,Conjunctions,5315
316,தொடக்கு,Conjunctions,5316
317,அதிகாலை,Conjunctions,5317
318,1,Conjunctions,5318
319,மணி,Conjunctions,5319
320,நடைதிற,Verb,5320
321,1.30,Conjunctions,5321
322,விஷ்வரூபம்,Conjunctions,5322
323,தரிசனம்,Conjunctions,5323
324,2,Conjunctions,5324
325,உதய,Conjunctions,5325
326,மார்த்தாண்டம்,Conjunctions,5326
327,அபிஷேகம்,Conjunctions,5327
328,மற்ற,Adjectives,5328
329,பூஜை,Conjunctions,5329
330,காலம்,Conjunctions,5330
331,4,Conjunctions,5331
332,வெள்ளி,Conjunctions,5332
333,பல்லக்கு,Conjunctions,5333
334,கொடி,Conjunctions,5334
335,பட்டம்,Conjunctions,5335
336,9,Conjunctions,5336
337,வீதி,Conjunctions,5337
338,உலா,Conjunctions,5338
339,5.20,Conjunctions,5339
340,வேதம்,Conjunctions,5340
341,ஓது,Verb,5341
342,பஞ்வாத்தியம்,Conjunctions,5342
343,முழங்கு,Verb,5343
344,பக்தர்,Conjunctions,5344
345,ஆரோகரா,Conjunctions,5345
346,கோஷம்,Conjunctions,5346
347,செப்பு,Conjunctions,5347
348,மரம்,Conjunctions,5348
349,சிவாச்சாரியர்,Conjunctions,5349
350,கொடியேற்று,Verb,5350
351,போட்டி,Conjunctions,5351
352,கிரிக்கெட்,Conjunctions,5352
353,வீரர்,Conjunctions,5353
354,சூதாட்டம்,Conjunctions,5354
355,ஈடுபடு,Verb,5355
356,வாழ்நாள்,Conjunctions,5356
357,தடை,Conjunctions,5357
358,விதி,Verb,5358
359,அணி,Conjunctions,5359
360,முன்னாள்,Adjectives,5360
361,பேட்ஸ்மேன்,Conjunctions,5361
362,ஆலன்,Conjunctions,5362
363,லாம்ப்,Conjunctions,5363
364,மோசடி,Conjunctions,5364
365,இடம்தரு,Verb,5365
366,கூடு,Verb,5366
367,கூறு,Adjectives,5367
368,விளையாடு,Verb,5368
369,தடைவிதி,Verb,5369
370,என்,Verb,5370
371,அளி,Verb,5371
372,முன்வா,Adjectives,5372
373,வெள்ளம்,Conjunctions,5373
374,நிவாரணம்,Conjunctions,5374
375,தயக்கம்,Conjunctions,5375
376,காட்டு,Verb,5376
377,பின்னர்,Conjunctions,5377
378,ஏற்றுக்கொள்,Verb,5378
379,தற்போது,Conjunctions,5379
380,உதவி,Conjunctions,5380
381,நேரடி,Conjunctions,5381
382,சபை,Conjunctions,5382
383,தீர்மானி,Verb,5383
384,பல்வேறு,Adjectives,5384
385,பணியாற்று,Verb,5385
386,எனவே,Conjunctions,5386
387,ஐநா,Conjunctions,5387
388,தகவல்,Conjunctions,5388
389,அனுப்பு,Verb,5389
390,வெளியுறவு,Conjunctions,5390
391,செய்தித்தொடர்பாளர்,Conjunctions,5391
392,அப்துல்,Conjunctions,5392
393,பாசித்,Conjunctions,5393
394,கொள்கை,Conjunctions,5394
395,முத்தரப்பு,Conjunctions,5395
396,இறுதிப்போட்டி,Conjunctions,5396
397,நேற்று,Conjunctions,5397
398,முடிவடை,Verb,5398
399,மகேந்திர,Conjunctions,5399
400,தோனி,Conjunctions,5400
401,அனைவர்,Conjunctions,5401
402,காலை,Conjunctions,5402
403,கேப்டன்,Conjunctions,5403
404,சொந்த,Adjectives,5404
405,ஊர்,Conjunctions,5405
406,புறப்பட்ட,Verb,5406
407,செல்,Verb,5407
408,சூப்பர்,Conjunctions,5408
409,கிங்ஸ்,Conjunctions,5409
410,நாளை,Conjunctions,5410
411,மாலை,Conjunctions,5411
412,ஐபிஎல்,Conjunctions,5412
413,ஏற்பாடு,Conjunctions,5413
414,பாராட்டு,Conjunctions,5414
415,விழா,Conjunctions,5415
416,கல,Verb,5416
417,எதிர்பார்,Verb,5417
418,800,Conjunctions,5418
419,டெஸ்ட்,Conjunctions,5419
420,விக்கெட்டு,Conjunctions,5420
421,வீழ்த்து,Adjectives,5421
422,பெருமை,Conjunctions,5422
423,முத்தையா,Conjunctions,5423
424,முரளிதரன்,Conjunctions,5424
425,கௌரவி,Verb,5425
426,வெனிசூலா,Conjunctions,5426
427,தேசியம்,Conjunctions,5427
428,படை,Conjunctions,5428
429,சொந்தம்,Conjunctions,5429
430,ஹெலிகாப்டர்,Conjunctions,5430
431,ஒன்று,Conjunctions,5431
432,கொலம்பியா,Conjunctions,5432
433,எல்லை,Conjunctions,5433
434,விபத்துக்குள்ளாகு,Verb,5434
435,உயிரிழ,Verb,5435
436,அதிபர்,Conjunctions,5436
437,ஹியுகோ,Conjunctions,5437
438,சாவேஸ்,Conjunctions,5438
439,ரஷ்யா,Conjunctions,5439
440,தயாரிப்பு,Conjunctions,5440
441,எமை-17,Conjunctions,5441
442,ஓடுதளம்,Conjunctions,5442
443,சில,Adjectives,5443
444,நிமிடம்,Conjunctions,5444
445,விசாரணை,Conjunctions,5445
446,தொலைக்காட்சி,Conjunctions,5446
447,தென்மேற்கு,Conjunctions,5447
448,அபூர்,Conjunctions,5448
449,போதைமருந்து,Conjunctions,5449
450,கடத்தல்,Conjunctions,5450
451,குழுவினர்,Conjunctions,5451
452,தேடு,Adjectives,5452
453,பணி,Conjunctions,5453
454,லூயிஸ்,Conjunctions,5454
455,ஆல்ஃப்ரடோ,Conjunctions,5455
456,கங்கை,Conjunctions,5456
457,மாசுபடுத்து,Adjectives,5457
458,65,Conjunctions,5458
459,தொழிற்சாலை,Conjunctions,5459
460,மூடு,Verb,5460
461,உத்தரப்பிரதேச,Conjunctions,5461
462,மாசுக்கட்டுப்பாடு,Conjunctions,5462
463,வாரியம்,Conjunctions,5463
464,ஆகஸ்ட்,Conjunctions,5464
465,28,Conjunctions,5465
466,தேதி,Conjunctions,5466
467,கான்பூர்,Conjunctions,5467
468,ஐஐடி,Conjunctions,5468
469,ஆறு,Conjunctions,5469
470,நதிநீர்,Conjunctions,5470
471,படுகை,Conjunctions,5471
472,நிர்வாகம்,Conjunctions,5472
473,பயிலரங்கு,Conjunctions,5473
474,பங்கேல்,Verb,5474
475,ஜெய்ராம்,Conjunctions,5475
476,ரமேஷ்,Conjunctions,5476
477,சுத்தப்படுத்து,Verb,5477
478,மாசு,Conjunctions,5478
479,கட்டுப்பாடு,Conjunctions,5479
480,செயலின்மை,Conjunctions,5480
481,விமர்சி,Verb,5481
482,நதி,Conjunctions,5482
483,செயல்படு,Verb,5483
484,உடன்பாடு,Conjunctions,5484
485,மண்டலம்,Conjunctions,5485
486,ராதேஷ்யாம்,Conjunctions,5486
487,அடை,Verb,5487
488,100,Conjunctions,5488
489,மீனவர்,Conjunctions,5489
490,விடுதலை,Conjunctions,5490
491,தாண்டு,Verb,5491
492,புகார்,Conjunctions,5492
493,விடுவி,Verb,5493
494,342,Conjunctions,5494
495,அடுத்த,Adjectives,5495
496,லாந்தி,Conjunctions,5496
497,சிறைச்சாலை,Conjunctions,5497
498,துணை,Conjunctions,5498
499,கண்காணிப்பாளர்,Conjunctions,5499
500,ஷாகிர்,Conjunctions,5500
501,ஷா,Conjunctions,5501
502,அரபிக்,Conjunctions,5502
503,கடல்,Conjunctions,5503
504,மீன்,Conjunctions,5504
505,குற்றச்சாட்டு,Conjunctions,5505
506,அவ்வப்போது,Conjunctions,5506
507,இருதரப்பு,Conjunctions,5507
508,கைது,Conjunctions,5508
509,தான்,Conjunctions,5509
510,முஸ்லீம்,Conjunctions,5510
511,ஐந்து,Conjunctions,5511
512,அமெரிக்கர்,Conjunctions,5512
513,நம்பு,Verb,5513
514,சமீபம்,Conjunctions,5514
515,வெளி,Adjectives,5515
516,கவலைப்படு,Verb,5516
517,போ,Verb,5517
518,பராக்,Conjunctions,5518
519,ஒபாமா,Conjunctions,5519
520,18,Conjunctions,5520
521,சதவீத,Adjectives,5521
522,பியு,Conjunctions,5522
523,ஆராய்ச்சி,Conjunctions,5523
524,மையம்,Conjunctions,5524
525,மாதம்,Conjunctions,5525
526,தொடக்கம்,Conjunctions,5526
527,மார்ச்,Conjunctions,5527
528,2009-ல்,Conjunctions,5528
529,சதவீதத்தினர்,Conjunctions,5529
530,இப்போது,Conjunctions,5530
531,அதிகரி,Verb,5531
532,கிறிஸ்துவர்,Conjunctions,5532
533,48,Conjunctions,5533
534,34,Conjunctions,5534
535,சதவீதம்,Conjunctions,5535
536,குறை,Verb,5536
537,மதம்,Conjunctions,5537
538,குழப்பம்,Conjunctions,5538
539,கண்டனம்,Conjunctions,5539
540,வதந்தி,Conjunctions,5540
541,பெரிதும்,Conjunctions,5541
542,சிக்கு,Verb,5542
543,லண்டன்,Conjunctions,5543
544,போலீஸார்,Conjunctions,5544
545,ஸ்பாட்,Conjunctions,5545
546,ஃபிக்சிங்,Conjunctions,5546
547,எனப்படு,Adjectives,5547
548,ஆட்டம்,Conjunctions,5548
549,நிகழ்வு,Conjunctions,5549
550,முன்கூட்டி,Conjunctions,5550
551,குற்றம்,Conjunctions,5551
552,சாட்டு,Verb,5552
553,சல்மான்,Conjunctions,5553
554,பட்,Conjunctions,5554
555,முகமது,Conjunctions,5555
556,ஆசிப்,Conjunctions,5556
557,அமீர்,Conjunctions,5557
558,ஸ்காட்லாந்து,Conjunctions,5558
559,யார்டு,Conjunctions,5559
560,இரண்டு,Conjunctions,5560
561,விசாரி,Verb,5561
562,இதனால்,Conjunctions,5562
563,செய்தியாளர்,Conjunctions,5563
564,மேலாளர்,Conjunctions,5564
565,யாவர்,Conjunctions,5565
566,சயீத்,Conjunctions,5566
567,தூரகரம்,Conjunctions,5567
568,எனினும்,Conjunctions,5568
569,இதுவரை,Conjunctions,5569
570,குற்றம்சாட்டு,Verb,5570
571,எதிர்கொள்,Verb,5571
572,வழக்கறிஞர்,Conjunctions,5572
573,ஒருவர்,Conjunctions,5573
574,நியமி,Verb,5574
575,இப்போதைக்கு,Conjunctions,5575
576,செவ்வாய்க்கிழமை,Conjunctions,5576
577,கொடநாடு,Conjunctions,5577
578,எஸ்டேட்,Conjunctions,5578
579,கோவை,Conjunctions,5579
580,அங்கிருந்து,Conjunctions,5580
581,கார்,Conjunctions,5581
582,வழி,Conjunctions,5582
583,நீலகிரி,Conjunctions,5583
584,மாவட்டம்,Conjunctions,5584
585,குஞ்சப்பனை,Conjunctions,5585
586,செயலர்,Conjunctions,5586
587,செல்வராஜ்,Conjunctions,5587
588,தொழிற்சங்கம்,Conjunctions,5588
589,ஜெயராமன்,Conjunctions,5589
590,உள்ளிட்டோர்,Conjunctions,5590
591,வரவேல்,Verb,5591
592,அதையடுத்து,Conjunctions,5592
593,கொட்டகம்பை,Conjunctions,5593
594,கொணவக்கரை,Conjunctions,5594
595,ஊராட்சி,Conjunctions,5595
596,வீரமுத்து,Conjunctions,5596
597,ஊர்மக்கள்,Conjunctions,5597
598,சிறப்பு,Adjectives,5598
599,வரவேற்பு,Conjunctions,5599
600,அரவேணு,Conjunctions,5600
601,சக்கத்தா,Conjunctions,5601
602,கணேஷ்,Conjunctions,5602
603,டானிங்டன்,Conjunctions,5603
604,சிடிசி,Conjunctions,5604
605,எஸ்.கைகாட்டி,Conjunctions,5605
606,குருக்கட்டி,Conjunctions,5606
607,ஈளாடா,Conjunctions,5607
608,நுழைவாயில்,Conjunctions,5608
609,ஏ.கே.செல்வராஜ்,Conjunctions,5609
610,பிரமுகர்,Conjunctions,5610
611,எல்.மணி,Conjunctions,5611
612,கே.கே.மாதன்,Conjunctions,5612
613,வழியெங்கு,Conjunctions,5613
614,பொதுமக்கள்,Conjunctions,5614
615,பூங்கொத்து,Conjunctions,5615
616,40,Conjunctions,5616
617,தங்கு,Verb,5617
618,மேற்கொள்,Verb,5618
619,வட்டாரம்,Conjunctions,5619
620,எஸ்.மாலதி,Conjunctions,5620
621,31,Conjunctions,5621
622,பொறுப்பேல்,Verb,5622
623,கே.எஸ்.ஸ்ரீபதி,Conjunctions,5623
624,ஓய்வுபெறு,Verb,5624
625,மாலதி,Conjunctions,5625
626,பொறுப்பு,Conjunctions,5626
627,ஏற்கெனவே,Conjunctions,5627
628,வகி,Verb,5628
629,விழிப்பு,Conjunctions,5629
630,கண்காணிப்புத்துறை,Conjunctions,5630
631,ஆணையாளர்,Conjunctions,5631
632,பதவி,Conjunctions,5632
633,வாழ்த்து,Conjunctions,5633
634,ஒப்படை,Verb,5634
635,ஸ்ரீபதி,Conjunctions,5635
636,1977,Conjunctions,5636
637,ஐ.ஏ.எஸ்.,Conjunctions,5637
638,சேர்,Conjunctions,5638
639,தஞ்சை,Conjunctions,5639
640,பூர்வீகம்,Conjunctions,5640
641,1954,Conjunctions,5641
642,கன்னடம்,Conjunctions,5642
643,இந்தி,Conjunctions,5643
644,எழுது,Verb,5644
645,எம்.எஸ்ஸி.,Conjunctions,5645
646,விலங்கியல்,Conjunctions,5646
647,படிப்பு,Conjunctions,5647
648,பிரிட்டன்,Conjunctions,5648
649,பட்டயம்,Conjunctions,5649
650,திருச்சி,Conjunctions,5650
651,ஆட்சியர்,Conjunctions,5651
652,பயிற்சி,Conjunctions,5652
653,அடுத்தடுத்த,Adjectives,5653
654,சார்பு,Conjunctions,5654
655,இணை,Conjunctions,5655
656,1987,Conjunctions,5656
657,வேலூர்,Conjunctions,5657
658,1992,Conjunctions,5658
659,வேலைவாய்ப்பு,Conjunctions,5659
660,இயக்குநர்,Conjunctions,5660
661,அதற்கடுத்த,Adjectives,5661
662,நிதித்துறை,Conjunctions,5662
663,1996,Conjunctions,5663
664,நகராட்சி,Conjunctions,5664
665,குடிநீர்,Conjunctions,5665
666,2001,Conjunctions,5666
667,புள்ளியியல்,Conjunctions,5667
668,ஆணையர்,Conjunctions,5668
669,2006,Conjunctions,5669
670,பிற்பகுதி,Conjunctions,5670
671,உள்துறை,Conjunctions,5671
672,கண்காணிப்பு,Conjunctions,5672
673,இதன்பின்,Conjunctions,5673
674,ஆட்சி,Conjunctions,5674
675,லட்சுமி,Conjunctions,5675
676,பிரானேஷ்,Conjunctions,5676
677,பெண்,Conjunctions,5677
678,செயலாளார்,Conjunctions,5678
679,2008,Conjunctions,5679
680,செப்டம்பர்,Conjunctions,5680
681,கே.எஸ்.,Conjunctions,5681
682,சரி,Conjunctions,5682
683,ஓய்வு,Conjunctions,5683
684,செம்மொழி,Conjunctions,5684
685,மாநாடு,Conjunctions,5685
686,நீட்டிப்பு,Conjunctions,5686
687,பெரு,Adjectives,5687
688,முயற்சி,Conjunctions,5688
689,முடி,Verb,5689
690,நான்,Conjunctions,5690
691,சாதனை,Conjunctions,5691
692,உத்தரவு,Conjunctions,5692
693,ஆளுநர்,Conjunctions,5693
694,பர்னாலா,Conjunctions,5694
695,விரைவு,Conjunctions,5695
696,செயலகம்,Conjunctions,5696
697,ராமகிருஷ்ணன்,Conjunctions,5697
698,நிறைவு,Conjunctions,5698
699,வாய்ப்பு,Conjunctions,5699
700,டிஜிபி,Conjunctions,5700
701,காவல்,Conjunctions,5701
702,எஸ்.மாலதிய்,Conjunctions,5702
703,போலீஸ்,Conjunctions,5703
704,டி.ஜி.பி.ய்,Conjunctions,5704
705,லத்திகா,Conjunctions,5705
706,சரண்,Conjunctions,5706
707,உயர்,Adjectives,5707
708,முல்லை,Conjunctions,5708
709,பெரியாறு,Conjunctions,5709
710,அணை,Conjunctions,5710
711,உடை,Verb,5711
712,விபரீதம்,Adjectives,5712
713,விளைவு,Conjunctions,5713
714,உறவு,Conjunctions,5714
715,பெரும்,Adjectives,5715
716,விரிசல்,Conjunctions,5716
717,ஏற்படுத்து,Verb,5717
718,கேரளஅரசு,Conjunctions,5718
719,380,Conjunctions,5719
720,கோடி,Conjunctions,5720
721,ஒதுக்கீடு,Conjunctions,5721
722,பிரச்னை,Conjunctions,5722
723,சாசனம்,Conjunctions,5723
724,பெஞ்ச்,Conjunctions,5724
725,கேரள,Conjunctions,5725
726,வழக்கம்,Conjunctions,5726
727,உச்சநீதிமன்றம்,Conjunctions,5727
728,துச்சம்,Conjunctions,5728
729,நினை,Verb,5729
730,வழக்கு,Conjunctions,5730
731,காரணம்,Conjunctions,5731
732,பாதகம்,Conjunctions,5732
733,உச்சம்,Conjunctions,5733
